trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.97, 'e': 1.3970967285654764e-05}",20,12,11.929777962442081,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.97, 'e': 1.355183826708512e-05}",30,14,21.081387528562338,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.97, 'e': 1.3145283119072566e-05}",25,15,18.500509492400354,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.97, 'e': 1.2750924625500388e-05}",20,15,-31.92001222557577,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
371,False,"{'a': 0.97, 'e': 1.2368396886735376e-05}",25,20,8.082946538108294,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.97, 'e': 1.1997344980133314e-05}",25,0,43.00109247875015,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
373,False,"{'a': 0.97, 'e': 1.1637424630729315e-05}",30,6,41.32245611835153,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.97, 'e': 1.1288301891807435e-05}",20,6,25.274250613762447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.97, 'e': 1.0949652835053211e-05}",20,10,15.01524150690332,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.97, 'e': 1.0621163250001615e-05}",20,7,19.80862181983292,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.97, 'e': 1.0302528352501567e-05}",20,0,30.854443969369267,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.97, 'e': 9.993452501926519e-06}",20,0,31.109886761888756,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
379,False,"{'a': 0.97, 'e': 9.693648926868723e-06}",25,3,35.528482731211156,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.97, 'e': 9.402839459062661e-06}",30,14,30.67228068478772,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.97, 'e': 9.120754275290782e-06}",25,8,30.443060637864107,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.97, 'e': 8.847131647032058e-06}",20,14,12.62652285484665,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.97, 'e': 8.581717697621095e-06}",25,20,8.234367689554732,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.97, 'e': 8.324266166692462e-06}",20,12,2.5432087922212023,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
385,False,"{'a': 0.97, 'e': 8.074538181691689e-06}",30,15,14.611832425689993,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.97, 'e': 7.832302036240938e-06}",30,17,21.551284017840842,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.97, 'e': 7.597332975153709e-06}",30,3,-14.297454002024136,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
388,False,"{'a': 0.97, 'e': 7.369412985899098e-06}",35,24,19.852973772692486,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.97, 'e': 7.148330596322124e-06}",25,13,23.32237647707433,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.97, 'e': 6.9338806784324605e-06}",20,0,33.37309949324019,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.97, 'e': 6.725864258079486e-06}",20,16,9.204540749320508,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.97, 'e': 6.524088330337102e-06}",20,14,11.485605464843147,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.97, 'e': 6.328365680426989e-06}",20,10,14.295515271994633,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.97, 'e': 6.138514710014179e-06}",20,6,19.51954756586127,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.97, 'e': 5.954359268713753e-06}",25,1,25.057470379280744,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.97, 'e': 5.775728490652341e-06}",20,1,29.457156254640513,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.97, 'e': 5.60245663593277e-06}",20,16,7.383058716737638,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.97, 'e': 5.434382936854787e-06}",25,7,30.3658672199237,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.97, 'e': 5.271351448749143e-06}",20,15,8.234319439396973,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.97, 'e': 5.113210905286669e-06}",25,19,9.946049461876543,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.97, 'e': 4.9598145781280685e-06}",30,20,21.369268305992904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.97, 'e': 4.811020140784226e-06}",20,0,18.70451693002952,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
403,False,"{'a': 0.97, 'e': 4.666689536560699e-06}",25,14,19.022910875516857,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.97, 'e': 4.526688850463879e-06}",20,10,16.665575795622104,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.97, 'e': 4.390888184949962e-06}",25,7,29.142984774661286,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.97, 'e': 4.259161539401463e-06}",20,0,29.09164696444696,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
407,False,"{'a': 0.97, 'e': 4.131386693219419e-06}",25,20,11.263865388445705,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.97, 'e': 4.007445092422836e-06}",20,2,19.354418914304212,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.97, 'e': 3.887221739650151e-06}",25,17,15.513100364020731,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.97, 'e': 3.7706050874606465e-06}",30,13,32.150219864268045,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.97, 'e': 3.657486934836827e-06}",20,7,22.439676513055357,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.97, 'e': 3.547762326791722e-06}",35,11,44.09258625984894,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.97, 'e': 3.4413294569879704e-06}",20,14,10.246311690265895,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.97, 'e': 3.338089573278331e-06}",20,8,20.068052856826963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.97, 'e': 3.237946886079981e-06}",20,0,9.089989233138164,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
416,False,"{'a': 0.97, 'e': 3.1408084794975815e-06}",25,13,21.143692038674484,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.97, 'e': 3.046584225112654e-06}",30,22,17.362063949254363,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.97, 'e': 2.9551866983592744e-06}",30,14,24.32090170835878,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.97, 'e': 2.866531097408496e-06}",20,16,7.635184312371307,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.97, 'e': 2.780535164486241e-06}",25,8,29.914476084231936,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.97, 'e': 2.6971191095516537e-06}",20,0,28.00148823762521,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
422,False,"{'a': 0.97, 'e': 2.616205536265104e-06}",30,17,-18.446201451520103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
423,False,"{'a': 0.97, 'e': 2.537719370177151e-06}",30,12,34.32962420253178,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.97, 'e': 2.4615877890718364e-06}",25,11,25.474251068068842,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.97, 'e': 2.387740155399681e-06}",35,26,16.473253847416327,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.97, 'e': 2.3161079507376907e-06}",20,6,18.343822194996363,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.97, 'e': 2.24662471221556e-06}",30,15,26.81196131636137,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.97, 'e': 2.179225970849093e-06}",20,7,22.72899678613725,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.97, 'e': 2.11384919172362e-06}",20,6,-0.02332781645646942,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
430,False,"{'a': 0.97, 'e': 2.0504337159719113e-06}",25,17,14.716066244002754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.97, 'e': 1.988920704492754e-06}",25,1,0.702792346392167,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
432,False,"{'a': 0.97, 'e': 1.9292530833579714e-06}",20,9,20.234902375966808,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.97, 'e': 1.871375490857232e-06}",20,10,22.665710943765248,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.97, 'e': 1.8152342261315153e-06}",25,12,21.624273633154203,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.97, 'e': 1.7607771993475697e-06}",30,15,25.874934272115254,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.97, 'e': 1.7079538833671425e-06}",35,21,23.987301673395525,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.97, 'e': 1.6567152668661283e-06}",20,0,17.753806056340984,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
438,False,"{'a': 0.97, 'e': 1.6070138088601443e-06}",30,18,23.821112600216935,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.97, 'e': 1.55880339459434e-06}",20,11,13.290403757014053,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.97, 'e': 1.5120392927565098e-06}",30,11,34.65254120286791,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.97, 'e': 1.4666781139738145e-06}",20,7,25.586411199108515,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.97, 'e': 1.4226777705545999e-06}",25,16,15.253070690243558,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.97, 'e': 1.3799974374379618e-06}",20,12,13.439033020489976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.97, 'e': 1.338597514314823e-06}",20,12,13.796196046006429,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.97, 'e': 1.2984395888853783e-06}",25,17,11.735066559869788,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.97, 'e': 1.2594864012188169e-06}",25,17,18.082072176817203,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.97, 'e': 1.2217018091822523e-06}",25,16,19.620274948238823,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.97, 'e': 1.1850507549067847e-06}",25,3,-3.488394401943447,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
449,False,"{'a': 0.97, 'e': 1.1494992322595812e-06}",30,19,21.000922599497752,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.97, 'e': 1.1150142552917936e-06}",20,0,33.9047295098698,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
451,False,"{'a': 0.97, 'e': 1.08156382763304e-06}",30,12,33.051305950019895,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.97, 'e': 1.0491169128040485e-06}",25,11,21.29728102746175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.97, 'e': 1.0176434054199272e-06}",25,0,39.98192827335278,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
454,False,"{'a': 0.97, 'e': 9.871141032573293e-07}",25,14,21.66066257026743,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.97, 'e': 9.575006801596095e-07}",30,10,36.07735744150388,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.97, 'e': 9.28775659754821e-07}",25,14,19.988616517618063,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.97, 'e': 9.009123899621765e-07}",25,6,29.04134076068309,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.97, 'e': 8.738850182633111e-07}",30,17,18.749966402890525,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.97, 'e': 8.476684677154118e-07}",20,8,21.080508429671312,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.97, 'e': 8.222384136839494e-07}",20,6,22.035013505421244,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.97, 'e': 7.975712612734308e-07}",30,8,36.25449805818956,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.97, 'e': 7.736441234352279e-07}",20,0,7.614704765868098,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
463,False,"{'a': 0.97, 'e': 7.504347997321711e-07}",20,16,6.793153060741847,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.97, 'e': 7.27921755740206e-07}",20,9,16.81021016962867,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.97, 'e': 7.060841030679997e-07}",20,7,25.804797902849774,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.97, 'e': 6.849015799759597e-07}",20,13,12.062274963541137,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.97, 'e': 6.643545325766809e-07}",20,8,23.545516215217233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.97, 'e': 6.444238965993804e-07}",30,20,18.205769944227495,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.97, 'e': 6.25091179701399e-07}",35,11,-2.944318924491643,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
470,False,"{'a': 0.97, 'e': 6.06338444310357e-07}",25,13,20.5506767416701,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.97, 'e': 5.881482909810463e-07}",20,13,13.560840009456694,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.97, 'e': 5.705038422516149e-07}",30,18,19.677845410308972,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.97, 'e': 5.533887269840664e-07}",25,15,17.26218805532938,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.97, 'e': 5.367870651745445e-07}",25,20,10.702240071227962,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.97, 'e': 5.206834532193081e-07}",25,17,17.10878583086349,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.97, 'e': 5.050629496227289e-07}",30,10,33.06792335860051,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.97, 'e': 4.899110611340469e-07}",30,16,25.069960397671828,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.97, 'e': 4.7521372930002553e-07}",20,9,20.314203401908525,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.97, 'e': 4.6095731742102474e-07}",35,7,41.507437627030555,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.97, 'e': 4.47128597898394e-07}",20,16,6.357079394904002,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.97, 'e': 4.337147399614422e-07}",20,0,28.616717503099622,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
482,False,"{'a': 0.97, 'e': 4.207032977625989e-07}",20,8,23.40119993444536,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.97, 'e': 4.0808219882972094e-07}",20,6,23.627919284641397,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.97, 'e': 3.958397328648293e-07}",25,14,21.29856431214342,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.97, 'e': 3.839645408788844e-07}",20,2,1.289282801841835,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
486,False,"{'a': 0.97, 'e': 3.7244560465251783e-07}",20,0,13.12877213230316,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
487,False,"{'a': 0.97, 'e': 3.612722365129423e-07}",20,14,8.003201415865695,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.97, 'e': 3.5043406941755404e-07}",20,4,30.36908644479921,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.97, 'e': 3.399210473350274e-07}",25,2,37.61362477723694,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.97, 'e': 3.2972341591497655e-07}",25,18,12.82292287251676,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.97, 'e': 3.1983171343752724e-07}",25,18,14.234320628675487,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.97, 'e': 3.102367620344014e-07}",25,7,28.92066203293879,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.97, 'e': 3.009296591733694e-07}",30,18,20.566807898005656,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.97, 'e': 2.919017693981683e-07}",25,12,25.806514221525646,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.97, 'e': 2.831447163162232e-07}",20,14,12.714252701731388,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.97, 'e': 2.746503748267365e-07}",25,12,22.28484357137137,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.97, 'e': 2.664108635819344e-07}",25,2,27.967309429836067,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.97, 'e': 2.584185376744764e-07}",35,2,51.00986277450445,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.97, 'e': 2.506659815442421e-07}",30,9,33.96022449061021,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.97, 'e': 2.431460020979148e-07}",20,13,5.066246136131689,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.97, 'e': 2.3585162203497737e-07}",25,11,28.02755274037609,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.97, 'e': 2.2877607337392802e-07}",25,5,38.419762576520895,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.97, 'e': 2.219127911727102e-07}",25,13,22.01326275557082,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.97, 'e': 2.1525540743752888e-07}",20,0,29.11269566660544,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
505,False,"{'a': 0.97, 'e': 2.08797745214403e-07}",25,16,17.83265982886974,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.97, 'e': 2.025338128579709e-07}",25,19,13.284355901780843,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.97, 'e': 1.9645779847223178e-07}",20,0,14.49922109874824,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
508,False,"{'a': 0.97, 'e': 1.905640645180648e-07}",30,16,25.367615853357506,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.97, 'e': 1.8484714258252287e-07}",25,8,33.244034405180166,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.97, 'e': 1.7930172830504718e-07}",20,8,18.70270108276562,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.97, 'e': 1.7392267645589577e-07}",20,16,7.692314495963846,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.97, 'e': 1.687049961622189e-07}",20,16,6.717796896232835,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.97, 'e': 1.636438462773523e-07}",30,18,23.37551977348275,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.97, 'e': 1.5873453088903174e-07}",30,7,35.258607706210654,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.97, 'e': 1.539724949623608e-07}",20,12,14.09139639512873,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.97, 'e': 1.4935332011348994e-07}",20,12,10.486081584582266,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.97, 'e': 1.4487272051008525e-07}",30,7,40.64100699430417,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.97, 'e': 1.405265388947827e-07}",20,7,26.31107712452034,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.97, 'e': 1.3631074272793921e-07}",20,12,14.641324573331365,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.97, 'e': 1.3222142044610104e-07}",25,8,34.79503987610068,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.97, 'e': 1.28254777832718e-07}",20,10,20.40224765745125,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.97, 'e': 1.2440713449773646e-07}",25,14,21.44626863650952,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.97, 'e': 1.2067492046280434e-07}",20,9,16.504155572485306,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.97, 'e': 1.1705467284892022e-07}",30,19,19.61004982029683,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.97, 'e': 1.1354303266345261e-07}",20,8,-27.917054203502502,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
526,False,"{'a': 0.97, 'e': 1.1013674168354903e-07}",20,14,9.560924666255866,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.97, 'e': 1.0683263943304255e-07}",25,20,10.153667117481284,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.97, 'e': 1.0362766025005128e-07}",30,20,20.47813108696504,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.97, 'e': 1.0051883044254973e-07}",35,22,18.902044224084303,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.97, 'e': 9.750326552927324e-08}",30,16,25.224215792426236,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.97, 'e': 9.457816756339503e-08}",20,0,27.47298960533253,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
532,False,"{'a': 0.97, 'e': 9.174082253649319e-08}",20,12,14.00908808082192,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.97, 'e': 8.898859786039838e-08}",30,15,27.58048911577189,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.97, 'e': 8.631893992458643e-08}",25,10,27.763783700153056,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.97, 'e': 8.372937172684884e-08}",20,8,-18.6322540559985,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
536,False,"{'a': 0.97, 'e': 8.121749057504337e-08}",20,6,24.94899433794959,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.97, 'e': 7.878096585779207e-08}",20,13,11.31565039609042,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.97, 'e': 7.64175368820583e-08}",20,0,25.162015420804583,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
539,False,"{'a': 0.97, 'e': 7.412501077559655e-08}",25,11,24.390910944171576,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.97, 'e': 7.190126045232865e-08}",30,16,23.9988662718919,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.97, 'e': 6.974422263875879e-08}",25,14,18.233800349376835,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.97, 'e': 6.765189595959602e-08}",25,11,26.230486979883366,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.97, 'e': 6.562233908080814e-08}",20,11,13.682802980167155,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.97, 'e': 6.36536689083839e-08}",25,10,27.863812675783354,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.97, 'e': 6.174405884113238e-08}",35,28,12.38895998815261,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.97, 'e': 5.98917370758984e-08}",30,10,35.79322120580279,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
